rating,content
3,"Online update stopped working for one of my Visa accounts. Your reps couldn't help me, actually telling me my account was not a VISA account! My tech daughter and I eventually got it working. Also sometimes most of my transactions in an account simply disappear! This has happened on an investment account once and on a Visa account. I close Quicken  and open it again and the trans are back."
5,
1,I tried to use it but it just didn’t work for me. I ended up hiring a bookkeeper. It also just renewed for over 100.00 and I was never given the opportunity to cancel. Now I’m out 100.00 on a program that is totally useless. I thought you were a reputable company.  Guess not!
2,"I've been using quicken for many, many years to keep my bank ledgers as well as my books and despite using it for all this time, it is still very clunky and I do not like it. Very counterintuitive software."
4,I have trouble loosing connections.  It should not happen so often
5,I have used Quicken for 20+ years and wouldn’t know what to do without it. It simply works!!
2,
5,
5,I've been using Quicken for years and it's improved our way of life!!
5,
3,Helped but download afterwards created many duplicates in more than the affected accounts. Also credit card downloads since have duplicated entries as well & flaky payments disappearing & reappearing later
3,"Sometimes bank and stock downloaded transactions get deleted or changed.  Also, I can't resolve an error I keep getting."
